ensembl_transcript_id	ensembl_gene_id	cds_length	gene_biotype	external_gene_name	ensembl_peptide_id_version
ENSMUST00000181562	ENSMUSG00000095295	717	protein_coding	Gm3488	ENSMUSP00000137698.1
ENSMUST00000164651	ENSMUSG00000095296	546	protein_coding	Gm8906	ENSMUSP00000128633.1
ENSMUST00000099521	ENSMUSG00000095300	3054	protein_coding	Gm906	ENSMUSP00000097121.1
ENSMUST00000217173	ENSMUSG00000095301	933	protein_coding	Olfr476	ENSMUSP00000149760.1
ENSMUST00000190565	ENSMUSG00000095302	684	protein_coding	Ssty2	ENSMUSP00000139505.1
ENSMUST00000052286	ENSMUSG00000095304	327	protein_coding	Plac9a	ENSMUSP00000056665.7
ENSMUST00000098739	ENSMUSG00000095309	924	protein_coding	Vmn1r125	ENSMUSP00000096335.2
ENSMUST00000092921	ENSMUSG00000095312	939	protein_coding	Olfr382	ENSMUSP00000091575.1
ENSMUST00000133235	ENSMUSG00000095315	303	protein_coding	Gm10130	ENSMUSP00000117028.2
ENSMUST00000096511	ENSMUSG00000095316	282	protein_coding	Gm21876	ENSMUSP00000094256.4
ENSMUST00000167099	ENSMUSG00000095318	303	protein_coding	Gm8024	ENSMUSP00000132417.1
ENSMUST00000178919	ENSMUSG00000095320	402	protein_coding	Ccl21a	ENSMUSP00000136780.1
ENSMUST00000216177	ENSMUSG00000095322	936	protein_coding	Olfr957	ENSMUSP00000149559.1
ENSMUST00000178149	ENSMUSG00000095324	684	protein_coding	Gm20825	ENSMUSP00000136231.2
ENSMUST00000228075	ENSMUSG00000095325	1686	protein_coding	Zfp870	ENSMUSP00000154207.1
ENSMUST00000178907	ENSMUSG00000095330	453	protein_coding	Gm21834	ENSMUSP00000136534.1
ENSMUST00000178895	ENSMUSG00000095332	312	protein_coding	Gm9821	ENSMUSP00000136804.1
ENSMUST00000210847	ENSMUSG00000095339	1518	protein_coding	Zscan4b	ENSMUSP00000148157.1
ENSMUST00000084475	ENSMUSG00000095341	1083	protein_coding	Gm428	ENSMUSP00000081515.3
ENSMUST00000177616	ENSMUSG00000095346	87	protein_coding	Gm21905	ENSMUSP00000136067.1
ENSMUST00000179570	ENSMUSG00000095353	684	protein_coding	Gm21783	ENSMUSP00000136130.1
ENSMUST00000179594	ENSMUSG00000095358	924	protein_coding	Vmn1r165	ENSMUSP00000136625.1
ENSMUST00000171784	ENSMUSG00000095360	804	protein_coding	Gm3594	ENSMUSP00000132178.1
ENSMUST00000108939	ENSMUSG00000095362	1497	protein_coding	Gm14325	ENSMUSP00000104567.2
ENSMUST00000190554	ENSMUSG00000095363	906	protein_coding	Gm4567	ENSMUSP00000140310.1
ENSMUST00000179408	ENSMUSG00000095365	1698	protein_coding	Rbm31y	ENSMUSP00000136781.1
ENSMUST00000177893	ENSMUSG00000095366	309	protein_coding	Gm21860	ENSMUSP00000136050.1
ENSMUST00000112802	ENSMUSG00000095368	678	protein_coding	Gm3012	ENSMUSP00000108421.2
ENSMUST00000169972	ENSMUSG00000095371	641	protein_coding	Gm9611	ENSMUSP00000129118.1
ENSMUST00000217372	ENSMUSG00000095377	939	protein_coding	Olfr91	ENSMUSP00000150298.1
ENSMUST00000168326	ENSMUSG00000095383	924	protein_coding	Vmn1r152	ENSMUSP00000128566.1
ENSMUST00000178178	ENSMUSG00000095384	555	protein_coding	1700001F09Rik	ENSMUSP00000136772.1
ENSMUST00000179793	ENSMUSG00000095386	24	protein_coding	Gm17662	ENSMUSP00000137255.1
ENSMUST00000186215	ENSMUSG00000095388	1122	protein_coding	Gm10681	ENSMUSP00000140584.2
ENSMUST00000214904	ENSMUSG00000095390	924	protein_coding	Olfr229	ENSMUSP00000149063.1
ENSMUST00000213331	ENSMUSG00000095401	945	protein_coding	Olfr804	ENSMUSP00000150132.1
ENSMUST00000178545	ENSMUSG00000095407	1914	protein_coding	Tmem200c	ENSMUSP00000137246.1
ENSMUST00000178489	ENSMUSG00000095409	1446	protein_coding	Gm13043	ENSMUSP00000137329.1
ENSMUST00000178979	ENSMUSG00000095413	318	protein_coding	H2al1e	ENSMUSP00000136763.1
ENSMUST00000227010	ENSMUSG00000095430	921	protein_coding	Vmn1r72	ENSMUSP00000154511.1
ENSMUST00000181892	ENSMUSG00000095432	2667	protein_coding	Zfp748	ENSMUSP00000137928.1
ENSMUST00000213610	ENSMUSG00000095440	1935	protein_coding	Fignl2	ENSMUSP00000150618.1
ENSMUST00000164729	ENSMUSG00000095445	318	protein_coding	H2al1i	ENSMUSP00000125841.2
ENSMUST00000217280	ENSMUSG00000095448	930	protein_coding	Olfr859	ENSMUSP00000151076.1
ENSMUST00000179292	ENSMUSG00000095450	372	protein_coding	AC132444.4	ENSMUSP00000137581.1
ENSMUST00000190909	ENSMUSG00000095452	699	protein_coding	Gm20795	ENSMUSP00000139666.1
ENSMUST00000179253	ENSMUSG00000095456	1299	protein_coding	Il11ra2	ENSMUSP00000136024.1
ENSMUST00000178519	ENSMUSG00000095462	543	protein_coding	Gm21725	ENSMUSP00000136374.1
ENSMUST00000184973	ENSMUSG00000095463	1842	protein_coding	Entpd4	ENSMUSP00000138944.1
ENSMUST00000119704	ENSMUSG00000095464	192	protein_coding	Gm21987	ENSMUSP00000112386.1
ENSMUST00000169384	ENSMUSG00000095466	641	protein_coding	Gm3015	ENSMUSP00000133272.1
ENSMUST00000179133	ENSMUSG00000095470	336	protein_coding	Gm21863	ENSMUSP00000135963.1
ENSMUST00000178457	ENSMUSG00000095474	702	protein_coding	Cldn34c2	ENSMUSP00000136861.1
ENSMUST00000180208	ENSMUSG00000095475	1446	protein_coding	AC133095.2	ENSMUSP00000137110.1
ENSMUST00000213512	ENSMUSG00000095483	939	protein_coding	Olfr776	ENSMUSP00000150656.1
ENSMUST00000207987	ENSMUSG00000095484	1080	protein_coding	Olfr1480	ENSMUSP00000146931.2
ENSMUST00000170808	ENSMUSG00000095486	2562	protein_coding	Vmn2r22	ENSMUSP00000132043.1
ENSMUST00000171388	ENSMUSG00000095490	641	protein_coding	Gm7951	ENSMUSP00000126311.1
ENSMUST00000178958	ENSMUSG00000095493	600	protein_coding	A630023A22Rik	ENSMUSP00000137109.1
ENSMUST00000094972	ENSMUSG00000095498	570	protein_coding	Ifna1	ENSMUSP00000092580.1
ENSMUST00000178309	ENSMUSG00000095500	291	protein_coding	AC132444.5	ENSMUSP00000136303.1
ENSMUST00000201071	ENSMUSG00000095503	1446	protein_coding	Gm3147	ENSMUSP00000144063.1
ENSMUST00000178335	ENSMUSG00000095505	837	protein_coding	AC164084.1	ENSMUSP00000136368.1
ENSMUST00000189550	ENSMUSG00000095508	684	protein_coding	Gm20812	ENSMUSP00000139838.1
ENSMUST00000184451	ENSMUSG00000095510	648	protein_coding	Rhox3f	ENSMUSP00000138833.1
ENSMUST00000195797	ENSMUSG00000095514	456	protein_coding	D13Ertd608e	ENSMUSP00000142107.1
ENSMUST00000167440	ENSMUSG00000095518	641	protein_coding	Gm8068	ENSMUSP00000127822.2
ENSMUST00000191358	ENSMUSG00000095520	684	protein_coding	Gm20877	ENSMUSP00000139965.1
ENSMUST00000179799	ENSMUSG00000095522	1206	protein_coding	Gm8298	ENSMUSP00000137307.1
ENSMUST00000180303	ENSMUSG00000095523	1446	protein_coding	AC124606.1	ENSMUSP00000136565.1
ENSMUST00000086492	ENSMUSG00000095525	939	protein_coding	Olfr834	ENSMUSP00000083680.1
ENSMUST00000075228	ENSMUSG00000095527	945	protein_coding	Olfr888	ENSMUSP00000074713.1
ENSMUST00000100692	ENSMUSG00000095528	510	protein_coding	Gm10375	ENSMUSP00000098257.3
ENSMUST00000112728	ENSMUSG00000095533	678	protein_coding	Gm10413	ENSMUSP00000108348.2
ENSMUST00000154724	ENSMUSG00000095538	396	protein_coding	Gm21983	ENSMUSP00000122859.1
ENSMUST00000178498	ENSMUSG00000095540	354	protein_coding	Esp4	ENSMUSP00000136092.1
ENSMUST00000177774	ENSMUSG00000095543	924	protein_coding	Vmn1r148	ENSMUSP00000136142.1
ENSMUST00000179061	ENSMUSG00000095545	1458	protein_coding	Zfp969	ENSMUSP00000136479.1
ENSMUST00000119362	ENSMUSG00000095546	639	protein_coding	Gm10230	ENSMUSP00000114126.1
ENSMUST00000099047	ENSMUSG00000095547	681	protein_coding	Gm10719	ENSMUSP00000096646.3
ENSMUST00000162387	ENSMUSG00000095550	804	protein_coding	Gm21671	ENSMUSP00000133924.2
ENSMUST00000168107	ENSMUSG00000095551	641	protein_coding	Gm7980	ENSMUSP00000126952.1
ENSMUST00000179644	ENSMUSG00000095552	1710	protein_coding	CR974586.2	ENSMUSP00000136168.1
ENSMUST00000179214	ENSMUSG00000095557	948	protein_coding	Gm3415	ENSMUSP00000136434.1
ENSMUST00000178219	ENSMUSG00000095558	1497	protein_coding	Btbd35f9	ENSMUSP00000136039.1
ENSMUST00000180251	ENSMUSG00000095562	531	protein_coding	Gm21887	ENSMUSP00000137566.1
ENSMUST00000179543	ENSMUSG00000095567	2253	protein_coding	Noc2l	ENSMUSP00000137253.1
ENSMUST00000092657	ENSMUSG00000095569	1077	protein_coding	Taar7d	ENSMUSP00000090327.1
ENSMUST00000179972	ENSMUSG00000095570	1443	protein_coding	AC140325.3	ENSMUSP00000136208.1
ENSMUST00000168551	ENSMUSG00000095573	336	protein_coding	H2al2b	ENSMUSP00000132924.1
ENSMUST00000178465	ENSMUSG00000095576	1599	protein_coding	Fmo6	ENSMUSP00000136378.1
ENSMUST00000159229	ENSMUSG00000095577	528	protein_coding	Gm6619	ENSMUSP00000123949.2
ENSMUST00000187433	ENSMUSG00000095578	669	protein_coding	Gm21760	ENSMUSP00000140706.1
ENSMUST00000179075	ENSMUSG00000095585	312	protein_coding	CR974586.3	ENSMUSP00000137582.1
ENSMUST00000075390	ENSMUSG00000095586	918	protein_coding	Olfr1287	ENSMUSP00000074850.1
ENSMUST00000167669	ENSMUSG00000095593	693	protein_coding	Gm7138	ENSMUSP00000130212.1
ENSMUST00000177768	ENSMUSG00000095595	624	protein_coding	Fam177a	ENSMUSP00000137299.1
ENSMUST00000184565	ENSMUSG00000095601	648	protein_coding	Rhox3a2	ENSMUSP00000139330.1
ENSMUST00000177878	ENSMUSG00000095602	543	protein_coding	Gm21788	ENSMUSP00000136752.1
ENSMUST00000214704	ENSMUSG00000095603	969	protein_coding	Olfr106-ps	ENSMUSP00000154161.1
ENSMUST00000191553	ENSMUSG00000095606	669	protein_coding	Gm21258	ENSMUSP00000139882.1
ENSMUST00000170920	ENSMUSG00000095608	963	protein_coding	Olfr247	ENSMUSP00000128078.1
ENSMUST00000224713	ENSMUSG00000095609	573	protein_coding	Gm21188	ENSMUSP00000153701.1
ENSMUST00000178215	ENSMUSG00000095619	894	protein_coding	Vmn1r157	ENSMUSP00000137271.1
ENSMUST00000187183	ENSMUSG00000095620	294	protein_coding	2010005H15Rik	ENSMUSP00000140745.1
ENSMUST00000178169	ENSMUSG00000095621	1350	protein_coding	Gm15085	ENSMUSP00000137569.1
ENSMUST00000179240	ENSMUSG00000095623	1299	protein_coding	Il11ra2	ENSMUSP00000137393.1
ENSMUST00000232955	ENSMUSG00000095625	207	protein_coding	Esp24	ENSMUSP00000156516.1
ENSMUST00000227176	ENSMUSG00000095629	951	protein_coding	Vmn1r89	ENSMUSP00000154366.1
ENSMUST00000228383	ENSMUSG00000095632	915	protein_coding	Vmn1r175	ENSMUSP00000154170.1
ENSMUST00000187846	ENSMUSG00000095634	684	protein_coding	Gm20816	ENSMUSP00000140326.1
ENSMUST00000179086	ENSMUSG00000095637	1497	protein_coding	Btbd35f25	ENSMUSP00000136478.1
ENSMUST00000207186	ENSMUSG00000095640	939	protein_coding	Olfr1434	ENSMUSP00000146925.2
ENSMUST00000078532	ENSMUSG00000095647	1077	protein_coding	Taar7a	ENSMUSP00000077616.2
ENSMUST00000109049	ENSMUSG00000095648	1749	protein_coding	Gm2004	ENSMUSP00000104677.3
ENSMUST00000181549	ENSMUSG00000095650	684	protein_coding	Gm20854	ENSMUSP00000138074.1
ENSMUST00000225144	ENSMUSG00000095653	513	protein_coding	Gm21818	ENSMUSP00000153413.1
ENSMUST00000179751	ENSMUSG00000095654	825	protein_coding	Plscr5	ENSMUSP00000136181.1
ENSMUST00000179004	ENSMUSG00000095655	318	protein_coding	H2al1f	ENSMUSP00000136695.1
ENSMUST00000175853	ENSMUSG00000095658	2568	protein_coding	Vmn2r-ps130	ENSMUSP00000135186.1
ENSMUST00000203586	ENSMUSG00000095659	711	protein_coding	Spin2g	ENSMUSP00000145332.1
ENSMUST00000179859	ENSMUSG00000095662	318	protein_coding	H2al1g	ENSMUSP00000137575.1
ENSMUST00000179217	ENSMUSG00000095663	1131	protein_coding	Gm2310	ENSMUSP00000136829.1
ENSMUST00000168730	ENSMUSG00000095664	2556	protein_coding	Vmn2r67	ENSMUSP00000126007.1
ENSMUST00000178466	ENSMUSG00000095666	1446	protein_coding	AC164084.2	ENSMUSP00000136117.1
ENSMUST00000072419	ENSMUSG00000095667	948	protein_coding	Olfr854	ENSMUSP00000072248.2
ENSMUST00000228577	ENSMUSG00000095670	909	protein_coding	Vmn1r30	ENSMUSP00000153898.1
ENSMUST00000178603	ENSMUSG00000095672	366	protein_coding	AC133103.5	ENSMUSP00000136476.1
ENSMUST00000178864	ENSMUSG00000095675	402	protein_coding	Ccl21b	ENSMUSP00000137149.1
ENSMUST00000179554	ENSMUSG00000095677	342	protein_coding	Dynlt1f	ENSMUSP00000135978.1
ENSMUST00000100893	ENSMUSG00000095681	612	protein_coding	Gm8281	ENSMUSP00000098453.2
ENSMUST00000186928	ENSMUSG00000095683	942	protein_coding	Gm10662	ENSMUSP00000140018.1
ENSMUST00000112787	ENSMUSG00000095686	618	protein_coding	Gm3099	ENSMUSP00000108407.2
ENSMUST00000231927	ENSMUSG00000095687	780	protein_coding	Rnaset2a	ENSMUSP00000156083.1
ENSMUST00000179056	ENSMUSG00000095693	1083	protein_coding	Gm21820	ENSMUSP00000136023.1
ENSMUST00000204529	ENSMUSG00000095696	939	protein_coding	Olfr786	ENSMUSP00000145099.1
ENSMUST00000115179	ENSMUSG00000095698	576	protein_coding	Rhox2d	ENSMUSP00000110833.2
ENSMUST00000208875	ENSMUSG00000095706	918	protein_coding	Olfr209	ENSMUSP00000147068.1
ENSMUST00000163544	ENSMUSG00000095710	572	protein_coding	Gm8871	ENSMUSP00000128435.1
ENSMUST00000178621	ENSMUSG00000095716	1497	protein_coding	Btbd35f10	ENSMUSP00000136228.1
ENSMUST00000178852	ENSMUSG00000095717	435	protein_coding	Gm2056	ENSMUSP00000137563.1
ENSMUST00000086050	ENSMUSG00000095718	1446	protein_coding	Gm6502	ENSMUSP00000083215.2
ENSMUST00000180161	ENSMUSG00000095721	711	protein_coding	Gm7137	ENSMUSP00000136480.1
ENSMUST00000164517	ENSMUSG00000095724	435	protein_coding	Gm21319	ENSMUSP00000126351.2
ENSMUST00000179146	ENSMUSG00000095728	1218	protein_coding	AC125178.3	ENSMUSP00000136630.1
ENSMUST00000170922	ENSMUSG00000095730	2559	protein_coding	Vmn2r29	ENSMUSP00000131990.1
ENSMUST00000115173	ENSMUSG00000095741	576	protein_coding	Rhox2f	ENSMUSP00000110827.2
ENSMUST00000179436	ENSMUSG00000095742	243	protein_coding	CAAA01147332.1	ENSMUSP00000137004.1
ENSMUST00000166110	ENSMUSG00000095743	629	protein_coding	Gm17654	ENSMUSP00000130744.1
ENSMUST00000172989	ENSMUSG00000095745	924	protein_coding	Gm4133	ENSMUSP00000133350.1
ENSMUST00000177990	ENSMUSG00000095754	765	protein_coding	Spin2f	ENSMUSP00000137473.1
ENSMUST00000178837	ENSMUSG00000095755	909	protein_coding	CR974586.4	ENSMUSP00000135981.1
ENSMUST00000169165	ENSMUSG00000095758	924	protein_coding	Vmn1r128	ENSMUSP00000129433.1
ENSMUST00000178050	ENSMUSG00000095759	543	protein_coding	Gm21828	ENSMUSP00000136822.1
ENSMUST00000178318	ENSMUSG00000095763	1446	protein_coding	AC124606.2	ENSMUSP00000136198.1
ENSMUST00000213903	ENSMUSG00000095765	936	protein_coding	Olfr741	ENSMUSP00000151020.1
ENSMUST00000179511	ENSMUSG00000095768	921	protein_coding	Vmn1r111	ENSMUSP00000137063.1
ENSMUST00000179284	ENSMUSG00000095769	543	protein_coding	Gm21891	ENSMUSP00000136646.1
ENSMUST00000105124	ENSMUSG00000095770	711	protein_coding	Gm21637	ENSMUSP00000100756.2
ENSMUST00000108554	ENSMUSG00000095773	2586	protein_coding	Vmn2r38	ENSMUSP00000104194.3
ENSMUST00000215922	ENSMUSG00000095774	936	protein_coding	Olfr970	ENSMUSP00000150325.1
ENSMUST00000179734	ENSMUSG00000095779	1422	protein_coding	Gm2163	ENSMUSP00000136536.1
ENSMUST00000186910	ENSMUSG00000095785	684	protein_coding	Gm20924	ENSMUSP00000139614.1
ENSMUST00000179124	ENSMUSG00000095787	372	protein_coding	AC133103.6	ENSMUSP00000135922.1
ENSMUST00000099201	ENSMUSG00000095788	1194	protein_coding	Sirpb1a	ENSMUSP00000096807.4
ENSMUST00000195766	ENSMUSG00000095789	309	protein_coding	Nupr1l	ENSMUSP00000141660.1
ENSMUST00000186996	ENSMUSG00000095793	669	protein_coding	Gm20855	ENSMUSP00000140500.1
ENSMUST00000180788	ENSMUSG00000095797	792	protein_coding	Gm8246	ENSMUSP00000138067.1
ENSMUST00000179468	ENSMUSG00000095799	435	protein_coding	Gm8332	ENSMUSP00000136709.1
ENSMUST00000214192	ENSMUSG00000095804	948	protein_coding	Olfr824	ENSMUSP00000150662.1
ENSMUST00000105209	ENSMUSG00000095806	918	protein_coding	Gm5728	ENSMUSP00000100844.2
ENSMUST00000217611	ENSMUSG00000095809	939	protein_coding	Olfr1290	ENSMUSP00000150388.1
ENSMUST00000105007	ENSMUSG00000095814	1497	protein_coding	Btbd35f7	ENSMUSP00000100624.2
ENSMUST00000168298	ENSMUSG00000095817	693	protein_coding	Gm3238	ENSMUSP00000130008.1
ENSMUST00000223967	ENSMUSG00000095821	510	protein_coding	Tcstv3	ENSMUSP00000153496.1
ENSMUST00000193529	ENSMUSG00000095822	1098	protein_coding	Gm9117	ENSMUSP00000141802.1
ENSMUST00000099948	ENSMUSG00000095824	2493	protein_coding	Gm13697	ENSMUSP00000097531.2
ENSMUST00000172106	ENSMUSG00000095829	474	protein_coding	Speer1	ENSMUSP00000132617.2
ENSMUST00000213997	ENSMUSG00000095831	954	protein_coding	Olfr453	ENSMUSP00000150467.1
ENSMUST00000174364	ENSMUSG00000095837	921	protein_coding	Gm4141	ENSMUSP00000133598.1
ENSMUST00000215164	ENSMUSG00000095839	939	protein_coding	Olfr965	ENSMUSP00000150401.1
ENSMUST00000177563	ENSMUSG00000095845	219	protein_coding	Gm5741	ENSMUSP00000136655.1
ENSMUST00000178121	ENSMUSG00000095850	498	protein_coding	Gm17361	ENSMUSP00000137402.1
ENSMUST00000189964	ENSMUSG00000095852	1143	protein_coding	Gm10256	ENSMUSP00000140037.1
ENSMUST00000215398	ENSMUSG00000095858	969	protein_coding	Olfr104-ps	ENSMUSP00000154761.1
ENSMUST00000178669	ENSMUSG00000095860	540	protein_coding	Gm21775	ENSMUSP00000135909.1
ENSMUST00000227320	ENSMUSG00000095864	921	protein_coding	Vmn1r77	ENSMUSP00000153872.1
ENSMUST00000188706	ENSMUSG00000095867	684	protein_coding	Gm20917	ENSMUSP00000140501.1
ENSMUST00000179917	ENSMUSG00000095870	378	protein_coding	Lce1k	ENSMUSP00000137052.1
ENSMUST00000112814	ENSMUSG00000095872	1350	protein_coding	Gm15128	ENSMUSP00000108433.1
ENSMUST00000179219	ENSMUSG00000095879	543	protein_coding	Gm21764	ENSMUSP00000136798.1
ENSMUST00000232743	ENSMUSG00000095886	276	protein_coding	Esp38	ENSMUSP00000156650.1
ENSMUST00000180207	ENSMUSG00000095887	639	protein_coding	Gm10096	ENSMUSP00000136137.1
ENSMUST00000075573	ENSMUSG00000095891	684	protein_coding	Gm10717	ENSMUSP00000096644.3
ENSMUST00000181088	ENSMUSG00000095893	930	protein_coding	Olfr884	ENSMUSP00000138035.1
ENSMUST00000102808	ENSMUSG00000095896	570	protein_coding	Ifna14	ENSMUSP00000099872.1
ENSMUST00000193306	ENSMUSG00000095900	699	protein_coding	Gm20773	ENSMUSP00000142165.1
ENSMUST00000210973	ENSMUSG00000095901	933	protein_coding	Olfr538	ENSMUSP00000147315.2
ENSMUST00000171783	ENSMUSG00000095902	951	protein_coding	Vmn1r88	ENSMUSP00000128946.1
ENSMUST00000216458	ENSMUSG00000095903	945	protein_coding	Olfr968	ENSMUSP00000148969.1
ENSMUST00000092528	ENSMUSG00000095909	1815	protein_coding	Gm10324	ENSMUSP00000090190.5
ENSMUST00000213252	ENSMUSG00000095910	945	protein_coding	Olfr469	ENSMUSP00000150486.1
ENSMUST00000179659	ENSMUSG00000095912	519	protein_coding	Gm3317	ENSMUSP00000137175.1
ENSMUST00000165611	ENSMUSG00000095914	2568	protein_coding	Vmn2r48	ENSMUSP00000130631.1
ENSMUST00000072369	ENSMUSG00000095916	897	protein_coding	Vmn1r191	ENSMUSP00000072206.1
ENSMUST00000214792	ENSMUSG00000095917	936	protein_coding	Olfr740	ENSMUSP00000148916.1
ENSMUST00000171093	ENSMUSG00000095918	543	protein_coding	Gm5861	ENSMUSP00000132429.1
ENSMUST00000179302	ENSMUSG00000095927	543	protein_coding	Gm21822	ENSMUSP00000137501.1
ENSMUST00000216261	ENSMUSG00000095928	918	protein_coding	Olfr204	ENSMUSP00000151176.1
ENSMUST00000216489	ENSMUSG00000095929	945	protein_coding	Olfr487	ENSMUSP00000149407.1
ENSMUST00000178142	ENSMUSG00000095930	1311	protein_coding	Nim1k	ENSMUSP00000136377.1
ENSMUST00000167871	ENSMUSG00000095931	918	protein_coding	Vmn1r159	ENSMUSP00000129692.1
ENSMUST00000203791	ENSMUSG00000095932	933	protein_coding	Vmn1r49	ENSMUSP00000145107.1
ENSMUST00000177912	ENSMUSG00000095934	1497	protein_coding	Btbd35f13	ENSMUSP00000136662.1
ENSMUST00000084479	ENSMUSG00000095935	1083	protein_coding	Gm11238	ENSMUSP00000081519.3
ENSMUST00000166753	ENSMUSG00000095936	1518	protein_coding	Zscan4e	ENSMUSP00000147491.1
ENSMUST00000219454	ENSMUSG00000095941	1314	protein_coding	Gm21964	ENSMUSP00000151787.1
ENSMUST00000190283	ENSMUSG00000095948	1143	protein_coding	Gm21708	ENSMUSP00000139659.1
ENSMUST00000187245	ENSMUSG00000095950	699	protein_coding	Gm20737	ENSMUSP00000139604.1
ENSMUST00000201703	ENSMUSG00000095954	1446	protein_coding	Gm3183	ENSMUSP00000144382.1
ENSMUST00000218385	ENSMUSG00000095957	939	protein_coding	Olfr832	ENSMUSP00000151834.1
ENSMUST00000171741	ENSMUSG00000095961	2574	protein_coding	Vmn2r102	ENSMUSP00000126559.1
ENSMUST00000177884	ENSMUSG00000095962	924	protein_coding	Vmn1r137	ENSMUSP00000135997.1
ENSMUST00000178004	ENSMUSG00000095965	498	protein_coding	Gm17693	ENSMUSP00000137433.1
ENSMUST00000180297	ENSMUSG00000095970	801	protein_coding	Gm19402	ENSMUSP00000136066.1
ENSMUST00000164288	ENSMUSG00000095973	924	protein_coding	Vmn1r116	ENSMUSP00000128742.1
ENSMUST00000184016	ENSMUSG00000095975	549	protein_coding	Cphx1	ENSMUSP00000139237.1
ENSMUST00000186212	ENSMUSG00000095976	942	protein_coding	Gm5891	ENSMUSP00000140803.1
ENSMUST00000189354	ENSMUSG00000095979	669	protein_coding	Gm21209	ENSMUSP00000139400.1
ENSMUST00000174775	ENSMUSG00000095984	921	protein_coding	Gm4201	ENSMUSP00000133911.1
ENSMUST00000147630	ENSMUSG00000095990	1641	protein_coding	Zfp97	ENSMUSP00000114301.1
ENSMUST00000178913	ENSMUSG00000095992	204	protein_coding	Krtap22-2	ENSMUSP00000137005.1
ENSMUST00000179346	ENSMUSG00000095993	168	protein_coding	Gm21060	ENSMUSP00000136027.1
ENSMUST00000201663	ENSMUSG00000095996	1446	protein_coding	Gm16513	ENSMUSP00000144358.1
ENSMUST00000072976	ENSMUSG00000096000	936	protein_coding	Olfr773	ENSMUSP00000072743.3
ENSMUST00000179488	ENSMUSG00000096001	237	protein_coding	2610528A11Rik	ENSMUSP00000136426.1
ENSMUST00000233892	ENSMUSG00000096002	2637	protein_coding	Vmn2r53	ENSMUSP00000156838.1
ENSMUST00000177986	ENSMUSG00000096003	618	protein_coding	Gm3500	ENSMUSP00000137355.1
ENSMUST00000215900	ENSMUSG00000096009	939	protein_coding	Olfr134	ENSMUSP00000151069.1
ENSMUST00000179285	ENSMUSG00000096010	312	protein_coding	Hist4h4	ENSMUSP00000136357.1
ENSMUST00000102809	ENSMUSG00000096011	573	protein_coding	Ifna15	ENSMUSP00000099873.1
ENSMUST00000180353	ENSMUSG00000096014	1176	protein_coding	Sox1	ENSMUSP00000137203.1
ENSMUST00000189422	ENSMUSG00000096016	669	protein_coding	Gm20937	ENSMUSP00000140064.1
ENSMUST00000169362	ENSMUSG00000096023	813	protein_coding	Gm3542	ENSMUSP00000127565.1
ENSMUST00000178962	ENSMUSG00000096024	636	protein_coding	Gm17174	ENSMUSP00000137954.2
ENSMUST00000215704	ENSMUSG00000096029	948	protein_coding	Olfr679	ENSMUSP00000149116.1
ENSMUST00000178614	ENSMUSG00000096035	381	protein_coding	Odaph	ENSMUSP00000136951.1
ENSMUST00000185926	ENSMUSG00000096036	699	protein_coding	Gm21778	ENSMUSP00000139442.1
ENSMUST00000112797	ENSMUSG00000096039	657	protein_coding	D830030K20Rik	ENSMUSP00000108417.5
ENSMUST00000096794	ENSMUSG00000096042	1110	protein_coding	Vmn2r125	ENSMUSP00000094556.4
ENSMUST00000179091	ENSMUSG00000096044	1449	protein_coding	Gm16427	ENSMUSP00000136600.1
ENSMUST00000191203	ENSMUSG00000096045	804	protein_coding	Gm21698	ENSMUSP00000140294.1
