transcript_length	ensembl_peptide_id_version	external_gene_name	gene_biotype
ENSMUSG00000075467	2916	ENSMUSP00000028295.8	Dnlz	protein_coding
ENSMUSG00000075470	6644	ENSMUSP00000097882.1	Alg10b	protein_coding
ENSMUSG00000075478	5359	ENSMUSP00000097897.2	Slitrk1	protein_coding
ENSMUSG00000075480	309	ENSMUSP00000097900.1	Gm10840	protein_coding
ENSMUSG00000075485	369	ENSMUSP00000097911.1	Gm10842	protein_coding
ENSMUSG00000075486	1090	ENSMUSP00000097912.2	Commd6	protein_coding
ENSMUSG00000075502	2984	ENSMUSP00000154099.1	Kbtbd6	protein_coding
ENSMUSG00000075510	1563	ENSMUSP00000097938.3	Fam187a	protein_coding
ENSMUSG00000075520	6738	ENSMUSP00000116869.2	Malrd1	protein_coding
ENSMUSG00000075524	4675	ENSMUSP00000097965.2	4930407I10Rik	protein_coding
ENSMUSG00000075528	1516	ENSMUSP00000067912.8	Aarsd1	protein_coding
ENSMUSG00000075543	766	ENSMUSP00000098000.3	Urad	protein_coding
ENSMUSG00000075551	2060	ENSMUSP00000091659.4	Cyp3a41a	protein_coding
ENSMUSG00000075552	2064	ENSMUSP00000075234.6	Cyp3a41b	protein_coding
ENSMUSG00000075566	918	ENSMUSP00000098045.2	Krtap4-6	protein_coding
ENSMUSG00000075567	593	ENSMUSP00000098048.2	Krtap1-4	protein_coding
ENSMUSG00000075569	2878	ENSMUSP00000132687.1	Rsph10b	protein_coding
ENSMUSG00000075570	2471	ENSMUSP00000098051.2	Krt26	protein_coding
ENSMUSG00000075571	989	ENSMUSP00000106838.1	Defb30	protein_coding
ENSMUSG00000075572	408	ENSMUSP00000098060.1	Defb43	protein_coding
ENSMUSG00000075573	359	ENSMUSP00000098061.3	Defb47	protein_coding
ENSMUSG00000075574	445	ENSMUSP00000098062.2	Defb48	protein_coding
ENSMUSG00000075588	1628	ENSMUSP00000098092.4	Hoxb2	protein_coding
ENSMUSG00000075590	3220	ENSMUSP00000154501.1	Nrbp2	protein_coding
ENSMUSG00000075592	7511	ENSMUSP00000129557.1	Nynrin	protein_coding
ENSMUSG00000075593	3162	ENSMUSP00000098099.1	Gal3st4	protein_coding
ENSMUSG00000075595	10433	ENSMUSP00000103345.1	Zfp652	protein_coding
ENSMUSG00000075596	3124	ENSMUSP00000098103.2	B130006D01Rik	protein_coding
ENSMUSG00000075598	2330	ENSMUSP00000141020.1	Smok3c	protein_coding
ENSMUSG00000075599	2723	ENSMUSP00000083049.2	Smok3a	protein_coding
ENSMUSG00000075600	3362	ENSMUSP00000098106.2	Zc3h3	protein_coding
ENSMUSG00000075602	955	ENSMUSP00000140287.1	Ly6a	protein_coding
ENSMUSG00000075604	3165	ENSMUSP00000127888.1	Cyp11b1	protein_coding
ENSMUSG00000075605	545	ENSMUSP00000051457.6	Slurp2	protein_coding
ENSMUSG00000075610	2043	ENSMUSP00000128300.1	Tmem92	protein_coding
ENSMUSG00000075700	3157	ENSMUSP00000103557.1	Selenot	protein_coding
ENSMUSG00000075701	1191	ENSMUSP00000099301.5	Selenos	protein_coding
ENSMUSG00000075702	707	ENSMUSP00000092041.4	Selenom	protein_coding
ENSMUSG00000075703	6803	ENSMUSP00000118368.1	Selenoi	protein_coding
ENSMUSG00000075704	2874	ENSMUSP00000146030.1	Txnrd2	protein_coding
ENSMUSG00000075705	1211	ENSMUSP00000099300.5	Msrb1	protein_coding
ENSMUSG00000075706	995	ENSMUSP00000094863.3	Gpx4	protein_coding
ENSMUSG00000075707	2030	ENSMUSP00000133920.1	Dio3	protein_coding
ENSMUSG00000076430	1187	ENSMUSP00000100007.1	Hus1b	protein_coding
ENSMUSG00000076431	4795	ENSMUSP00000100013.1	Sox4	protein_coding
ENSMUSG00000076432	2197	ENSMUSP00000123605.2	Ywhaq	protein_coding
ENSMUSG00000076433	1944	ENSMUSP00000099313.3	Cep295nl	protein_coding
ENSMUSG00000076434	911	ENSMUSP00000099385.3	Wfdc3	protein_coding
ENSMUSG00000076435	3154	ENSMUSP00000099453.3	Acsf2	protein_coding
ENSMUSG00000076436	1760	ENSMUSP00000099700.1	Oxct2a	protein_coding
ENSMUSG00000076437	783	ENSMUSP00000099706.1	Selenoh	protein_coding
ENSMUSG00000076438	1735	ENSMUSP00000099708.4	Oxct2b	protein_coding
ENSMUSG00000076439	1704	ENSMUSP00000099726.4	Mog	protein_coding
ENSMUSG00000076441	1696	ENSMUSP00000099904.4	Ass1	protein_coding
ENSMUSG00000077450	6109	ENSMUSP00000110021.4	Rab11b	protein_coding
ENSMUSG00000078080	1030	ENSMUSP00000100476.2	Olfr585	protein_coding
ENSMUSG00000078091	1661	ENSMUSP00000100487.1	Gm10912	protein_coding
ENSMUSG00000078116	1689	ENSMUSP00000148853.1	Olfr828	protein_coding
ENSMUSG00000078117	3983	ENSMUSP00000100515.2	Gm16485	protein_coding
ENSMUSG00000078118	2691	ENSMUSP00000150898.2	Olfr483	protein_coding
ENSMUSG00000078127	1694	ENSMUSP00000100529.2	Fam170b	protein_coding
ENSMUSG00000078129	1501	ENSMUSP00000153941.1	Actl10	protein_coding
ENSMUSG00000078130	638	ENSMUSP00000100533.1	Gm11555	protein_coding
ENSMUSG00000078131	879	ENSMUSP00000100535.1	Krtap1-3	protein_coding
ENSMUSG00000078132	300	ENSMUSP00000100536.1	Gm11939	protein_coding
ENSMUSG00000078134	1311	ENSMUSP00000100538.1	Gm12355	protein_coding
ENSMUSG00000078137	4861	ENSMUSP00000100542.1	Ankrd63	protein_coding
ENSMUSG00000078139	1924	ENSMUSP00000100547.1	AK157302	protein_coding
ENSMUSG00000078144	1005	ENSMUSP00000100553.2	Capns2	protein_coding
ENSMUSG00000078153	837	ENSMUSP00000100564.1	Psme2b	protein_coding
ENSMUSG00000078154	1310	ENSMUSP00000100565.1	Gm12184	protein_coding
ENSMUSG00000078157	3274	ENSMUSP00000100568.2	4931440F15Rik	protein_coding
ENSMUSG00000078160	3283	ENSMUSP00000100571.2	Gm16503	protein_coding
ENSMUSG00000078161	8280	ENSMUSP00000096097.4	Erich3	protein_coding
ENSMUSG00000078173	1806	ENSMUSP00000052968.4	Lenep	protein_coding
ENSMUSG00000078179	1239	ENSMUSP00000100592.1	Rnf148	protein_coding
ENSMUSG00000078184	1338	ENSMUSP00000100599.1	Rbm8a2	protein_coding
ENSMUSG00000078185	6905	ENSMUSP00000100600.1	Chml	protein_coding
ENSMUSG00000078193	445	ENSMUSP00000099843.3	Gm2000	protein_coding
ENSMUSG00000078197	102	ENSMUSP00000100610.2	Gm17374	protein_coding
ENSMUSG00000078198	2894	ENSMUSP00000151166.1	Olfr364-ps1	protein_coding
ENSMUSG00000078201	854	ENSMUSP00000100614.3	Tmem203	protein_coding
ENSMUSG00000078202	2582	ENSMUSP00000100615.2	Nrarp	protein_coding
ENSMUSG00000078206	856	ENSMUSP00000100621.1	Fthl17d	protein_coding
ENSMUSG00000078208	842	ENSMUSP00000100623.1	Fthl17b	protein_coding
ENSMUSG00000078213	1491	ENSMUSP00000100628.2	Btbd35f4	protein_coding
ENSMUSG00000078218	1943	ENSMUSP00000117303.1	Btbd35f3	protein_coding
ENSMUSG00000078234	7807	ENSMUSP00000100648.2	Klhdc7a	protein_coding
ENSMUSG00000078235	2437	ENSMUSP00000100649.2	Fam43b	protein_coding
ENSMUSG00000078240	1656	ENSMUSP00000100655.2	Gm3550	protein_coding
ENSMUSG00000078249	1626	ENSMUSP00000100667.2	Hmga1b	protein_coding
ENSMUSG00000078252	761	ENSMUSP00000100670.1	Krtap17-1	protein_coding
ENSMUSG00000078253	1888	ENSMUSP00000100671.2	Krtap16-1	protein_coding
ENSMUSG00000078254	1029	ENSMUSP00000100672.1	Krtap29-1	protein_coding
ENSMUSG00000078255	1077	ENSMUSP00000100673.1	Krtap9-5	protein_coding
ENSMUSG00000078256	921	ENSMUSP00000100674.1	Gm11565	protein_coding
ENSMUSG00000078257	1265	ENSMUSP00000100675.1	2300003K06Rik	protein_coding
ENSMUSG00000078258	691	ENSMUSP00000100676.1	Gm11564	protein_coding
ENSMUSG00000078259	890	ENSMUSP00000100677.1	Gm11554	protein_coding
ENSMUSG00000078260	869	ENSMUSP00000100678.1	Gm11569	protein_coding
ENSMUSG00000078261	1079	ENSMUSP00000100679.1	Gm11596	protein_coding
ENSMUSG00000078262	1059	ENSMUSP00000100680.2	Krtap4-9	protein_coding
ENSMUSG00000078269	78	ENSMUSP00000100687.1	Gm14180	protein_coding
ENSMUSG00000078276	153	ENSMUSP00000100694.1	Gm14190	protein_coding
ENSMUSG00000078280	930	ENSMUSP00000100699.1	Tas2r122	protein_coding
ENSMUSG00000078302	5064	ENSMUSP00000100725.3	Foxd1	protein_coding
ENSMUSG00000078307	5674	ENSMUSP00000149532.1	AI593442	protein_coding
ENSMUSG00000078315	1639	ENSMUSP00000137737.1	Fam47c	protein_coding
ENSMUSG00000078317	2505	ENSMUSP00000100743.2	F8a	protein_coding
ENSMUSG00000078320	2074	ENSMUSP00000100745.2	Tex13c1	protein_coding
ENSMUSG00000078324	1701	ENSMUSP00000100749.2	Btbd35f14	protein_coding
ENSMUSG00000078346	514	ENSMUSP00000100769.3	H2al1n	protein_coding
ENSMUSG00000078348	3841	ENSMUSP00000100771.3	Sf3b5	protein_coding
ENSMUSG00000078349	1848	ENSMUSP00000100772.2	AW011738	protein_coding
ENSMUSG00000078350	5091	ENSMUSP00000138692.1	Smim1	protein_coding
ENSMUSG00000078354	1032	ENSMUSP00000100778.1	Ifna2	protein_coding
ENSMUSG00000078355	1010	ENSMUSP00000100779.1	Ifna16	protein_coding
ENSMUSG00000078365	1449	ENSMUSP00000100789.1	Mos	protein_coding
ENSMUSG00000078380	456	ENSMUSP00000100805.1	Gm6096	protein_coding
ENSMUSG00000078420	2935	ENSMUSP00000150485.1	Olfr141	protein_coding
ENSMUSG00000078427	1084	ENSMUSP00000151317.1	Sarnp	protein_coding
ENSMUSG00000078429	4817	ENSMUSP00000100891.2	Ctdsp2	protein_coding
ENSMUSG00000078435	2634	ENSMUSP00000144661.1	AU041133	protein_coding
ENSMUSG00000078439	949	ENSMUSP00000113817.1	Smim24	protein_coding
ENSMUSG00000078440	1444	ENSMUSP00000072534.6	Dohh	protein_coding
ENSMUSG00000078442	1714	ENSMUSP00000101022.2	Ccdc105	protein_coding
ENSMUSG00000078451	1068	ENSMUSP00000101146.3	Ppil6	protein_coding
ENSMUSG00000078452	1425	ENSMUSP00000138328.1	Raet1d	protein_coding
ENSMUSG00000078453	846	ENSMUSP00000020002.7	Abracl	protein_coding
ENSMUSG00000078481	51	ENSMUSP00000101191.1	Gm10944	protein_coding
ENSMUSG00000078485	3196	ENSMUSP00000151311.1	Plekhn1	protein_coding
ENSMUSG00000078486	3901	ENSMUSP00000101197.1	Perm1	protein_coding
ENSMUSG00000078487	1140	ENSMUSP00000129173.1	Ankrd65	protein_coding
ENSMUSG00000078488	60	ENSMUSP00000101221.1	Gm10945	protein_coding
ENSMUSG00000078490	5487	ENSMUSP00000123626.2	Cfap74	protein_coding
ENSMUSG00000078491	746	ENSMUSP00000101292.2	Gm13090	protein_coding
ENSMUSG00000078495	2729	ENSMUSP00000101360.3	Zfp984	protein_coding
ENSMUSG00000078496	1488	ENSMUSP00000101346.2	Zfp982	protein_coding
ENSMUSG00000078497	1250	ENSMUSP00000114248.1	Zfp978	protein_coding
ENSMUSG00000078498	2800	ENSMUSP00000120413.3	Zfp988	protein_coding
ENSMUSG00000078500	1427	ENSMUSP00000116281.1	Zfp986	protein_coding
ENSMUSG00000078502	3595	ENSMUSP00000101365.1	Gm13212	protein_coding
ENSMUSG00000078503	3044	ENSMUSP00000101367.1	Zfp990	protein_coding
ENSMUSG00000078504	1432	ENSMUSP00000101372.2	Gm438	protein_coding
ENSMUSG00000078505	1224	ENSMUSP00000101373.1	Gm436	protein_coding
ENSMUSG00000078506	1221	ENSMUSP00000101374.1	Gm13124	protein_coding
ENSMUSG00000078507	3153	ENSMUSP00000101375.1	Aadacl3	protein_coding
ENSMUSG00000078508	1745	ENSMUSP00000101377.1	Gm13128	protein_coding
ENSMUSG00000078509	1753	ENSMUSP00000101388.1	Pramef17	protein_coding
ENSMUSG00000078510	1678	ENSMUSP00000101389.1	Gm13101	protein_coding
ENSMUSG00000078511	1684	ENSMUSP00000101392.1	Pramef25	protein_coding
ENSMUSG00000078512	1967	ENSMUSP00000101393.1	Pramef6	protein_coding
ENSMUSG00000078513	1819	ENSMUSP00000101397.1	Gm13088	protein_coding
ENSMUSG00000078515	9553	ENSMUSP00000099542.4	Ddi2	protein_coding
ENSMUSG00000078517	6232	ENSMUSP00000137103.1	Emc1	protein_coding
ENSMUSG00000078518	655	ENSMUSP00000101431.1	Gm13030	protein_coding
ENSMUSG00000078520	958	ENSMUSP00000024200.6	Cela3a	protein_coding
ENSMUSG00000078521	1275	ENSMUSP00000101492.2	Aunip	protein_coding
ENSMUSG00000078532	1202	ENSMUSP00000101614.2	Nkain1	protein_coding
ENSMUSG00000078537	925	ENSMUSP00000137705.1	B020031M17Rik	protein_coding
ENSMUSG00000078546	2221	ENSMUSP00000139581.1	Zfp995	protein_coding
ENSMUSG00000078552	1023	ENSMUSP00000101653.2	Dcdc2b	protein_coding
ENSMUSG00000078554	558	ENSMUSP00000101658.2	Fam229a	protein_coding
ENSMUSG00000078566	1756	ENSMUSP00000101718.1	Bnip3	protein_coding
ENSMUSG00000078570	1223	ENSMUSP00000139121.1	1110065P20Rik	protein_coding
ENSMUSG00000078572	781	ENSMUSP00000101830.2	Ndufaf8	protein_coding
ENSMUSG00000078575	360	ENSMUSP00000101872.2	Gm12887	protein_coding
ENSMUSG00000078576	1149	ENSMUSP00000101873.1	Gm12886	protein_coding
ENSMUSG00000078577	719	ENSMUSP00000101875.3	Tmco2	protein_coding
ENSMUSG00000078578	3833	ENSMUSP00000143608.1	Ube2d3	protein_coding
ENSMUSG00000078580	3324	ENSMUSP00000126288.1	E430018J23Rik	protein_coding
ENSMUSG00000078584	7151	ENSMUSP00000115729.1	AU022252	protein_coding
ENSMUSG00000078588	3990	ENSMUSP00000132114.1	Ccdc24	protein_coding
ENSMUSG00000078590	72	ENSMUSP00000102039.1	Gm10959	protein_coding
ENSMUSG00000078591	3189	ENSMUSP00000102045.1	Hs3st4	protein_coding
ENSMUSG00000078593	385	ENSMUSP00000102101.2	1700042G07Rik	protein_coding
ENSMUSG00000078597	2395	ENSMUSP00000092487.3	Cyp4a12b	protein_coding
ENSMUSG00000078598	4497	ENSMUSP00000132470.1	Skint5	protein_coding
ENSMUSG00000078599	1290	ENSMUSP00000102182.1	Skint8	protein_coding
ENSMUSG00000078604	144	ENSMUSP00000102314.1	Gm10961	protein_coding
ENSMUSG00000078605	1078	ENSMUSP00000102321.2	E030025P04Rik	protein_coding
ENSMUSG00000078606	9007	ENSMUSP00000135898.1	Gm4070	protein_coding
ENSMUSG00000078607	1677	ENSMUSP00000147434.1	1810010H24Rik	protein_coding
ENSMUSG00000078611	1140	ENSMUSP00000102417.2	Gm5901	protein_coding
ENSMUSG00000078612	3136	ENSMUSP00000102415.2	Fyb2	protein_coding
ENSMUSG00000078616	1716	ENSMUSP00000102441.1	Trim30c	protein_coding
ENSMUSG00000078619	2747	ENSMUSP00000021052.9	Smarcd2	protein_coding
ENSMUSG00000078620	120	ENSMUSP00000102465.1	Gm10964	protein_coding
ENSMUSG00000078621	558	ENSMUSP00000102479.1	Hbb-bh2	protein_coding
ENSMUSG00000078622	5193	ENSMUSP00000002043.3	Ccdc47	protein_coding
ENSMUSG00000078624	5139	ENSMUSP00000102501.1	Olfr613	protein_coding
ENSMUSG00000078625	883	ENSMUSP00000102527.1	Gm12789	protein_coding
ENSMUSG00000078626	951	ENSMUSP00000102529.1	Gm12790	protein_coding
ENSMUSG00000078627	3074	ENSMUSP00000063198.3	March10	protein_coding
ENSMUSG00000078630	2796	ENSMUSP00000102582.1	Tomt	protein_coding
ENSMUSG00000078632	9647	ENSMUSP00000121903.1	Lrrc37a	protein_coding
ENSMUSG00000078639	1904	ENSMUSP00000102686.1	Gm12695	protein_coding
ENSMUSG00000078640	818	ENSMUSP00000102696.1	Gm11627	protein_coding
ENSMUSG00000078650	2414	ENSMUSP00000019469.2	G6pc	protein_coding
ENSMUSG00000078651	2543	ENSMUSP00000040255.7	Aoc2	protein_coding
ENSMUSG00000078652	2664	ENSMUSP00000019470.7	Psme3	protein_coding
ENSMUSG00000078653	2335	ENSMUSP00000099396.4	Cntd1	protein_coding
ENSMUSG00000078655	81	ENSMUSP00000102895.1	Gm10972	protein_coding
ENSMUSG00000078656	1220	ENSMUSP00000097981.5	Vps25	protein_coding
ENSMUSG00000078657	1863	ENSMUSP00000141980.1	Crnn	protein_coding
ENSMUSG00000078664	3003	ENSMUSP00000083330.4	Sprr2a1	protein_coding
ENSMUSG00000078668	1200	ENSMUSP00000103064.1	Gm11595	protein_coding
ENSMUSG00000078670	2683	ENSMUSP00000103080.2	Fam174b	protein_coding
ENSMUSG00000078671	9085	ENSMUSP00000126352.2	Chd2	protein_coding
ENSMUSG00000078672	928	ENSMUSP00000073667.3	Mup20	protein_coding
ENSMUSG00000078673	927	ENSMUSP00000079442.2	Mup19	protein_coding
ENSMUSG00000078674	930	ENSMUSP00000095648.3	Mup18	protein_coding
ENSMUSG00000078675	927	ENSMUSP00000103107.1	Mup16	protein_coding
ENSMUSG00000078676	3963	ENSMUSP00000017384.7	Casc3	protein_coding
ENSMUSG00000078677	126	ENSMUSP00000103110.1	Gm10974	protein_coding
ENSMUSG00000078680	927	ENSMUSP00000095655.2	Mup10	protein_coding
ENSMUSG00000078681	1478	ENSMUSP00000064967.2	Tm2d3	protein_coding
ENSMUSG00000078683	927	ENSMUSP00000100077.3	Mup1	protein_coding
ENSMUSG00000078686	909	ENSMUSP00000113461.1	Mup9	protein_coding
ENSMUSG00000078687	986	ENSMUSP00000128910.1	Mup8	protein_coding
ENSMUSG00000078688	927	ENSMUSP00000074264.2	Mup2	protein_coding
ENSMUSG00000078689	926	ENSMUSP00000103141.1	Mup6	protein_coding
ENSMUSG00000078695	737	ENSMUSP00000103209.2	Cisd3	protein_coding
ENSMUSG00000078698	1295	ENSMUSP00000135437.1	Mrgpra3	protein_coding
ENSMUSG00000078713	738	ENSMUSP00000103439.2	Tomm5	protein_coding
ENSMUSG00000078716	5102	ENSMUSP00000103498.2	Tmem8b	protein_coding
ENSMUSG00000078719	743	ENSMUSP00000103516.2	Msmp	protein_coding
ENSMUSG00000078721	4146	ENSMUSP00000103613.1	Fam205a1	protein_coding
ENSMUSG00000078722	3348	ENSMUSP00000103615.1	Gm12394	protein_coding
ENSMUSG00000078735	1299	ENSMUSP00000103641.3	Il11ra2	protein_coding
ENSMUSG00000078742	81	ENSMUSP00000103649.1	Gm10985	protein_coding
ENSMUSG00000078746	4130	ENSMUSP00000103661.2	Fam205a4	protein_coding
ENSMUSG00000078747	903	ENSMUSP00000116356.1	Gm20878	protein_coding
ENSMUSG00000078752	491	ENSMUSP00000103718.1	Scgb1b30	protein_coding
ENSMUSG00000078753	279	ENSMUSP00000103722.2	Scgb1b24	protein_coding
ENSMUSG00000078754	339	ENSMUSP00000103725.2	Scgb2b3	protein_coding
ENSMUSG00000078757	282	ENSMUSP00000103729.3	Scgb1b29	protein_coding
ENSMUSG00000078759	419	ENSMUSP00000103732.3	Scgb1b7	protein_coding
ENSMUSG00000078762	2187	ENSMUSP00000019697.8	Haus5	protein_coding
ENSMUSG00000078763	1864	ENSMUSP00000047782.7	Slfn1	protein_coding
ENSMUSG00000078765	884	ENSMUSP00000039406.9	U2af1l4	protein_coding
ENSMUSG00000078768	1709	ENSMUSP00000086164.4	Zfp566	protein_coding
ENSMUSG00000078771	2289	ENSMUSP00000125936.1	Evi2a	protein_coding
ENSMUSG00000078772	554	ENSMUSP00000103885.2	Gm12353	protein_coding
ENSMUSG00000078773	2870	ENSMUSP00000066977.6	Rad54b	protein_coding
ENSMUSG00000078776	7922	ENSMUSP00000056479.4	9530053A07Rik	protein_coding
ENSMUSG00000078779	3437	ENSMUSP00000145671.1	Zfp59	protein_coding
ENSMUSG00000078780	1212	ENSMUSP00000141397.1	Gm5150	protein_coding
ENSMUSG00000078783	618	ENSMUSP00000103998.1	Gm9733	protein_coding
ENSMUSG00000078784	1174	ENSMUSP00000139464.1	1810022K09Rik	protein_coding
ENSMUSG00000078786	7247	ENSMUSP00000104016.1	BC024978	protein_coding
ENSMUSG00000078787	1631	ENSMUSP00000104022.1	Cyp2t4	protein_coding
ENSMUSG00000078789	2139	ENSMUSP00000042162.4	Dph1	protein_coding
ENSMUSG00000078793	3610	ENSMUSP00000156991.1	Gm5155	protein_coding
ENSMUSG00000078794	2989	ENSMUSP00000104133.1	Dact3	protein_coding
ENSMUSG00000078795	1391	ENSMUSP00000104138.2	Ceacam15	protein_coding
ENSMUSG00000078796	4879	ENSMUSP00000147475.1	Zfp541	protein_coding
ENSMUSG00000078798	1020	ENSMUSP00000104162.3	Sult2a1	protein_coding
ENSMUSG00000078799	1046	ENSMUSP00000104165.1	Sult2a5	protein_coding
ENSMUSG00000078800	532	ENSMUSP00000104166.2	Bsph2	protein_coding
ENSMUSG00000078808	10140	ENSMUSP00000104209.2	Vmn1r58	protein_coding
ENSMUSG00000078810	5900	ENSMUSP00000145740.1	Gp6	protein_coding
ENSMUSG00000078812	1437	ENSMUSP00000047008.3	Eif5a	protein_coding
ENSMUSG00000078813	2222	ENSMUSP00000019878.7	Leng1	protein_coding
ENSMUSG00000078815	1977	ENSMUSP00000138622.1	Cacng6	protein_coding
ENSMUSG00000078816	3127	ENSMUSP00000097874.4	Prkcg	protein_coding
ENSMUSG00000078817	6928	ENSMUSP00000104293.2	Nlrp12	protein_coding
ENSMUSG00000078840	207	ENSMUSP00000104376.1	Gm10999	protein_coding
ENSMUSG00000078851	2146	ENSMUSP00000104445.3	Hist3h2a	protein_coding
ENSMUSG00000078853	2022	ENSMUSP00000047356.4	Igtp	protein_coding
ENSMUSG00000078861	1372	ENSMUSP00000104551.1	Zfp931	protein_coding
ENSMUSG00000078862	1807	ENSMUSP00000104558.2	Gm14326	protein_coding
ENSMUSG00000078864	1077	ENSMUSP00000136870.1	Gm14322	protein_coding
ENSMUSG00000078865	1348	ENSMUSP00000104573.1	Gm14406	protein_coding
ENSMUSG00000078866	1569	ENSMUSP00000104580.3	Zfp970	protein_coding
ENSMUSG00000078867	1415	ENSMUSP00000104583.1	Gm14418	protein_coding
ENSMUSG00000078868	1581	ENSMUSP00000104587.2	Gm14412	protein_coding
ENSMUSG00000078869	1050	ENSMUSP00000104591.1	Gm14409	protein_coding
ENSMUSG00000078870	1113	ENSMUSP00000114668.1	Gm14410	protein_coding
ENSMUSG00000078872	973	ENSMUSP00000119549.1	Gm14401	protein_coding
ENSMUSG00000078875	1749	ENSMUSP00000118666.1	Gm14419	protein_coding
ENSMUSG00000078876	408	ENSMUSP00000113743.2	Gm14408	protein_coding
ENSMUSG00000078877	2505	ENSMUSP00000119262.1	Gm14295	protein_coding
ENSMUSG00000078878	1646	ENSMUSP00000104609.2	Gm14305	protein_coding
ENSMUSG00000078879	1295	ENSMUSP00000104613.2	Zfp973	protein_coding
ENSMUSG00000078880	1628	ENSMUSP00000104618.2	Gm14308	protein_coding
ENSMUSG00000078881	1497	ENSMUSP00000112478.2	Gm14434	protein_coding
ENSMUSG00000078886	1621	ENSMUSP00000104635.1	Gm2026	protein_coding
ENSMUSG00000078887	1665	ENSMUSP00000104640.3	Gm6710	protein_coding
ENSMUSG00000078889	3438	ENSMUSP00000104648.2	Gm14288	protein_coding
ENSMUSG00000078894	3823	ENSMUSP00000096607.2	2210418O10Rik	protein_coding
ENSMUSG00000078895	417	ENSMUSP00000104589.3	Gm11009	protein_coding
ENSMUSG00000078896	1271	ENSMUSP00000104670.3	Zfp965	protein_coding
ENSMUSG00000078897	1659	ENSMUSP00000104673.2	Gm4724	protein_coding
ENSMUSG00000078898	1480	ENSMUSP00000104675.2	Zfp968	protein_coding
ENSMUSG00000078899	4402	ENSMUSP00000113670.2	Gm4631	protein_coding
ENSMUSG00000078901	3382	ENSMUSP00000104679.1	Gm14440	protein_coding
ENSMUSG00000078902	4516	ENSMUSP00000104682.2	Gm14443	protein_coding
ENSMUSG00000078903	1956	ENSMUSP00000104684.1	Gm14391	protein_coding
ENSMUSG00000078905	625	ENSMUSP00000072668.3	Gm14393	protein_coding
ENSMUSG00000078906	1281	ENSMUSP00000104698.2	Gm14444	protein_coding
ENSMUSG00000078907	3187	ENSMUSP00000104728.1	Fam186b	protein_coding
ENSMUSG00000078908	4998	ENSMUSP00000045089.8	Mon1b	protein_coding
ENSMUSG00000078912	258	ENSMUSP00000104788.2	Gm11011	protein_coding
ENSMUSG00000078919	2293	ENSMUSP00000118776.1	Dpm1	protein_coding
ENSMUSG00000078920	1773	ENSMUSP00000104825.1	Ifi47	protein_coding
ENSMUSG00000078921	2810	ENSMUSP00000045025.6	Tgtp2	protein_coding
ENSMUSG00000078922	2823	ENSMUSP00000069914.3	Tgtp1	protein_coding
ENSMUSG00000078923	2041	ENSMUSP00000104830.3	Ube2v1	protein_coding
ENSMUSG00000078924	1065	ENSMUSP00000104851.1	Gm12169	protein_coding
ENSMUSG00000078926	1620	ENSMUSP00000104867.1	Cdc20b	protein_coding
ENSMUSG00000078931	1306	ENSMUSP00000138676.1	Pdf	protein_coding
ENSMUSG00000078932	2041	ENSMUSP00000140772.1	CN725425	protein_coding
ENSMUSG00000078934	1987	ENSMUSP00000149669.1	9230113P08Rik	protein_coding
ENSMUSG00000078935	702	ENSMUSP00000104927.1	1700025C18Rik	protein_coding
ENSMUSG00000078937	2895	ENSMUSP00000104936.2	Cpt1b	protein_coding
ENSMUSG00000078938	480	ENSMUSP00000131766.1	Syce3	protein_coding
ENSMUSG00000078940	617	ENSMUSP00000104956.1	Wfdc11	protein_coding
ENSMUSG00000078941	1298	ENSMUSP00000022135.8	Ak6	protein_coding
ENSMUSG00000078942	6827	ENSMUSP00000112867.1	Naip6	protein_coding
ENSMUSG00000078945	4823	ENSMUSP00000113890.1	Naip2	protein_coding
ENSMUSG00000078949	1094	ENSMUSP00000105043.2	R3hdml	protein_coding
ENSMUSG00000078953	186	ENSMUSP00000105073.1	Gm11020	protein_coding
ENSMUSG00000078954	1544	ENSMUSP00000132008.2	Arhgap8	protein_coding
ENSMUSG00000078958	1186	ENSMUSP00000105168.2	Atp6ap1l	protein_coding
ENSMUSG00000078963	1251	ENSMUSP00000132852.1	Hsbp1l1	protein_coding
ENSMUSG00000078964	1964	ENSMUSP00000105210.1	Ces1b	protein_coding
ENSMUSG00000078970	2002	ENSMUSP00000040938.6	Wdr92	protein_coding
ENSMUSG00000078972	1380	ENSMUSP00000105257.1	Gm15557	protein_coding
ENSMUSG00000078974	1862	ENSMUSP00000105271.1	Sec61g	protein_coding
